1933.2,9666.0,0.0,0.0,0.0,0.0,
3866.8,9668.0,9666.0,0.0,0.0,0.0,
5800.2,9667.0,9668.0,9666.0,0.0,0.0,
7733.4,9666.0,9667.0,9668.0,9666.0,0.0,
9666.6,9666.0,9666.0,9667.0,9668.0,9666.0,
9666.6,9666.0,9666.0,9666.0,9667.0,9668.0,
9666.4,9667.0,9666.0,9666.0,9666.0,9667.0,
9666.4,9667.0,9667.0,9666.0,9666.0,9666.0,
9666.6,9667.0,9667.0,9667.0,9666.0,9666.0,
9667.0,9668.0,9667.0,9667.0,9667.0,9666.0,
9667.4,9668.0,9668.0,9667.0,9667.0,9667.0,
9667.8,9669.0,9668.0,9668.0,9667.0,9667.0,
9667.8,9667.0,9669.0,9668.0,9668.0,9667.0,
9668.0,9668.0,9667.0,9669.0,9668.0,9668.0,
9667.8,9667.0,9668.0,9667.0,9669.0,9668.0,
9667.8,9668.0,9667.0,9668.0,9667.0,9669.0,
9667.8,9669.0,9668.0,9667.0,9668.0,9667.0,
9667.8,9667.0,9669.0,9668.0,9667.0,9668.0,
9667.2,9665.0,9667.0,9669.0,9668.0,9667.0,
9666.8,9665.0,9665.0,9667.0,9669.0,9668.0,
9666.2,9665.0,9665.0,9665.0,9667.0,9669.0,
9665.4,9665.0,9665.0,9665.0,9665.0,9667.0,
9664.8,9664.0,9665.0,9665.0,9665.0,9665.0,
9664.4,9663.0,9664.0,9665.0,9665.0,9665.0,
9664.0,9663.0,9663.0,9664.0,9665.0,9665.0,
9663.8,9664.0,9663.0,9663.0,9664.0,9665.0,
9663.6,9664.0,9664.0,9663.0,9663.0,9664.0,
9663.2,9662.0,9664.0,9664.0,9663.0,9663.0,
9663.0,9662.0,9662.0,9664.0,9664.0,9663.0,
9662.8,9662.0,9662.0,9662.0,9664.0,9664.0,
9662.4,9662.0,9662.0,9662.0,9662.0,9664.0,
9662.0,9662.0,9662.0,9662.0,9662.0,9662.0,
9662.0,9662.0,9662.0,9662.0,9662.0,9662.0,
9661.6,9660.0,9662.0,9662.0,9662.0,9662.0,
9661.2,9660.0,9660.0,9662.0,9662.0,9662.0,
9661.0,9661.0,9660.0,9660.0,9662.0,9662.0,
9660.6,9660.0,9661.0,9660.0,9660.0,9662.0,
9659.8,9658.0,9660.0,9661.0,9660.0,9660.0,
9659.4,9658.0,9658.0,9660.0,9661.0,9660.0,
9659.2,9659.0,9658.0,9658.0,9660.0,9661.0,
9658.8,9659.0,9659.0,9658.0,9658.0,9660.0,
9658.4,9658.0,9659.0,9659.0,9658.0,9658.0,
9658.2,9657.0,9658.0,9659.0,9659.0,9658.0,
